imdb_id,budget,revenue,original_title,director,genres,release_date,vote_count,vote_average,release_year
tt0108941,28000000,0,The Stand,Mick Garris,"['Adventure', 'Drama', 'Fantasy', 'Horror']",1994-01-01,63,6.7,1994
tt0109520,0,45610410,D2: The Mighty Ducks,Sam Weisman,"['Action', 'Comedy', 'Drama', 'Family']",1994-03-25,69,5.9,1994
tt0109446,45000000,117615211,The Client,Joel Schumacher,"['Drama', 'Thriller', 'Crime', 'Mystery']",1994-07-20,130,6.2,1994
tt0109506,15000000,94000000,The Crow,Alex Proyas,"['Fantasy', 'Action', 'Thriller']",1994-05-11,505,7.2,1994
tt0110989,40000000,0,RiÂ¢hie RiÂ¢h,Donald Petrie,"['Comedy', 'Family']",1994-12-19,187,5.3,1994
tt0109813,46000000,341631208,The Flintstones,Brian Levant,"['Fantasy', 'Comedy', 'Family']",1994-05-26,264,5.0,1994
tt0110527,0,46264384,Miracle on 34th Street,Les Mayfield,"['Fantasy', 'Drama', 'Family']",1994-11-18,110,6.4,1994
tt0111280,38000000,120000000,Star Trek: Generations,David Carson,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",1994-11-17,265,6.3,1994
tt0109040,15000000,107217396,Ace Ventura: Pet Detective,Tom Shadyac,"['Comedy', 'Mystery']",1994-02-04,988,6.3,1994
tt0110167,0,0,It Could Happen to You,Andrew Bergman,"['Comedy', 'Drama', 'Romance']",1994-07-29,77,6.5,1994
tt0110857,0,126247,Police Academy: Mission to Moscow,Alan Metter,"['Action', 'Comedy', 'Crime']",1994-06-09,72,4.4,1994
tt0109635,55000000,214015089,Disclosure,Barry Levinson,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']",1994-12-09,107,5.8,1994
tt0110216,60000000,37000000,Junior,Ivan Reitman,"['Comedy', 'Romance', 'Science Fiction']",1994-11-22,207,4.7,1994
tt0111686,14000000,18090181,New Nightmare,Wes Craven,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",1994-10-14,159,6.4,1994
tt0111143,25000000,48063435,The Shadow,Russell Mulcahy,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",1994-07-01,81,5.3,1994
tt0110005,5000000,3049135,Heavenly Creatures,Peter Jackson,"['Drama', 'Fantasy']",1994-09-02,149,6.6,1994
tt0111333,35000000,9771658,The Swan Princess,Richard Rich,"['Fantasy', 'Animation', 'Comedy', 'Family']",1994-11-18,134,6.6,1994
tt0110763,27000000,13670688,The Pagemaster,Pixote Hunt|Joe Johnston|Maurice Hunt,"['Fantasy', 'Science Fiction', 'Family', 'Animation']",1994-11-23,91,6.5,1994
tt0110657,12000000,15826984,The Next Karate Kid,Christopher Cain,['Adventure'],1994-07-18,90,4.8,1994
tt0109068,0,0,Airheads,Michael Lehmann,"['Comedy', 'Crime', 'Music']",1994-08-05,106,5.7,1994
tt0110300,0,0,The Land Before Time II: The Great Valley Adventure,Roy Allen Smith,"['Animation', 'Family', 'Adventure']",1994-12-12,67,6.0,1994
tt0109456,40000000,19726050,Color of Night,Richard Rush,"['Thriller', 'Drama', 'Romance', 'Mystery']",1994-08-19,63,5.6,1994
tt0109707,18000000,5887457,Ed Wood,Tim Burton,"['Comedy', 'Drama', 'History']",1994-09-27,326,7.1,1994
tt0111438,27000000,101646581,Timecop,Peter Hyams,"['Thriller', 'Science Fiction', 'Action', 'Crime']",1994-09-15,157,5.3,1994
tt0111756,63000000,25052000,Wyatt Earp,Lawrence Kasdan,"['Drama', 'Action', 'Western']",1994-06-24,108,6.3,1994
tt0110737,0,0,Only You,Norman Jewison,"['Comedy', 'Drama', 'Romance']",1994-09-17,45,6.1,1994
tt0109579,0,0,Death and the Maiden,Roman Polanski,"['Drama', 'Thriller', 'Mystery']",1994-05-04,32,6.8,1994
tt0109045,0,0,"The Adventures of Priscilla, Queen of the Desert",Stephan Elliott,"['Drama', 'Comedy']",1994-05-31,73,6.9,1994
tt0110932,0,0,Quiz Show,Robert Redford,"['History', 'Drama']",1994-09-16,122,6.5,1994
tt0111400,50000000,16478900,Terminal Velocity,Deran Sarafian,"['Action', 'Thriller']",1994-09-23,40,4.8,1994
tt0111149,0,0,Shallow Grave,Danny Boyle,"['Crime', 'Thriller']",1994-12-22,96,6.9,1994
tt0110598,3000000,15119639,Muriel's Wedding,P.J. Hogan,"['Drama', 'Comedy', 'Romance']",1994-09-29,47,6.5,1994
tt0111301,35000000,99423521,Street Fighter,Steven E. de Souza,"['Action', 'Adventure', 'Thriller']",1994-12-22,177,4.1,1994
tt0111255,45000000,170362582,The Specialist,Luis Llosa,"['Action', 'Thriller']",1994-10-07,162,5.5,1994
tt0111835,0,0,Zhong Nan Hai bao biao,Corey Yuen Kwai,"['Drama', 'Action', 'Thriller']",1994-07-28,18,6.7,1994
tt0111419,28000000,11373501,Thumbelina,Don Bluth|Gary Goldman,"['Animation', 'Drama', 'Family', 'Fantasy']",1994-03-30,59,6.3,1994
tt0110027,26000000,36800000,Highlander III: The Sorcerer,Andrew Morahan,"['Action', 'Fantasy', 'Science Fiction']",1994-11-29,46,4.3,1994
tt0110725,50000000,49000000,On Deadly Ground,Steven Seagal,"['Action', 'Thriller']",1994-02-18,48,4.6,1994
tt0109403,0,1596687,Chasers,Dennis Hopper,"['Comedy', 'Romance']",1994-04-22,12,4.6,1994
tt0109770,1500000,0,The Fantastic Four,Oley Sassone,"['Action', 'Science Fiction', 'Adventure']",1994-01-01,17,6.4,1994
tt0109279,0,0,Black Beauty,Caroline Thompson,"['Action', 'Adventure', 'Drama', 'Family']",1994-07-29,37,6.6,1994
tt0109891,30000000,0,Getting Even with Dad,Howard Deutch,"['Family', 'Comedy', 'Crime']",1994-06-17,20,4.8,1994
tt0109836,45000000,112006296,Frankenstein,Kenneth Branagh,"['Drama', 'Horror', 'Science Fiction', 'Romance']",1994-11-04,120,5.8,1994
tt0110971,40000000,24332324,Renaissance Man,Penny Marshall,"['Comedy', 'War']",1994-06-03,43,5.7,1994
tt0110399,10000000,29392418,A Low Down Dirty Shame,Keenen Ivory Wayans,"['Action', 'Comedy', 'Crime']",1994-11-23,15,7.3,1994
tt0110647,17000000,0,The Neverending Story III: Escape from Fantasia,Peter MacDonald,"['Family', 'Fantasy']",1994-10-26,58,5.0,1994
tt0110907,15000000,11300653,PrÃªt-Ã -Porter,Robert Altman,"['Drama', 'Comedy']",1994-12-23,16,6.0,1994
tt0109402,26000000,8009329,The Chase,Adam Rifkin,"['Comedy', 'Thriller', 'Action', 'Crime']",1994-03-04,38,5.8,1994
tt0110074,30000000,0,The Hudsucker Proxy,Joel Coen,"['Comedy', 'Drama']",1994-03-11,112,7.0,1994
tt0110950,11500000,20079850,Reality Bites,Ben Stiller,['Drama'],1994-02-18,90,6.5,1994
tt0110729,0,2201126,Once Were Warriors,Lee Tamahori,['Drama'],1994-09-02,42,7.3,1994
tt0110213,0,0,The Jungle Book,Stephen Sommers,"['Adventure', 'Drama', 'Family']",1994-12-23,51,6.0,1994
tt0109348,0,0,Bullets Over Broadway,Woody Allen,"['Action', 'Comedy', 'Thriller']",1994-10-14,59,6.7,1994
tt0108395,23000000,71368,A Troll in Central Park,Don Bluth|Gary Goldman,"['Fantasy', 'Animation', 'Science Fiction', 'Family']",1994-10-07,17,4.2,1994
tt0109951,20000000,0,Guarding Tess,Hugh Wilson,"['Comedy', 'Drama', 'Thriller']",1994-03-11,42,5.6,1994
tt0110367,18000000,0,Little Women,Gillian Armstrong,"['Drama', 'Romance']",1994-12-21,106,6.8,1994
tt0109127,0,50236831,Angels in the Outfield,William Dear,"['Fantasy', 'Drama', 'Comedy', 'Family']",1994-07-15,69,5.9,1994
tt0109890,0,0,The Getaway,Roger Donaldson,"['Drama', 'Action', 'Thriller']",1994-02-11,41,5.3,1994
tt0110588,0,0,Mrs. Parker and the Vicious Circle,Alan Rudolph,['Drama'],1994-09-07,11,5.9,1994
tt0111742,0,0,Wolf,Mike Nichols,['Fantasy'],1994-06-17,99,5.9,1994
tt0109093,0,0,Amateur,Hal Hartley,"['Crime', 'Comedy', 'Drama', 'Thriller']",1994-08-05,10,5.3,1994
tt0110428,0,0,The Madness of King George,Nicholas Hytner,"['Comedy', 'Drama', 'History']",1994-12-28,27,6.5,1994
tt0109035,0,0,Above the Rim,Jeff Pollack,"['Crime', 'Drama']",1994-03-23,21,6.3,1994
tt0109676,45000000,0,Drop Zone,John Badham,"['Action', 'Adventure', 'Thriller']",1994-12-08,47,5.0,1994
tt0109759,0,0,Exotica,Atom Egoyan,"['Drama', 'Mystery']",1994-09-24,29,6.2,1994
tt0110364,0,0,Little Giants,Duwayne Dunham,"['Comedy', 'Family']",1994-10-14,39,6.2,1994
tt0110538,15000000,0,Mixed Nuts,Nora Ephron,"['Comedy', 'Drama', 'Romance']",1994-12-21,15,5.2,1994
tt0109297,0,16668552,Blink,Michael Apted,"['Mystery', 'Crime', 'Drama', 'Thriller']",1994-01-26,14,5.8,1994
tt0110099,25000000,0,I.Q.,Fred Schepisi,"['Comedy', 'Drama', 'Romance']",1994-12-24,59,5.8,1994
tt0110604,0,0,Mute Witness,Anthony Waller,"['Thriller', 'Foreign']",1994-10-21,11,5.8,1994
tt0110678,20000000,0,No Escape,Martin Campbell,"['Action', 'Drama', 'Science Fiction', 'Thriller']",1994-04-29,26,6.2,1994
tt0110516,0,18137661,Milk Money,Richard Benjamin,"['Comedy', 'Romance']",1994-08-31,19,5.5,1994
tt0110638,0,106683817,Nell,Michael Apted,"['Drama', 'Thriller']",1994-12-23,63,6.0,1994
tt0110823,2500000,0,Phantasm III: Lord of the Dead,Don Coscarelli,"['Horror', 'Action', 'Science Fiction']",1994-05-06,19,5.5,1994
tt0109936,0,13145977,Greedy,Jonathan Lynn,['Comedy'],1994-03-04,25,5.3,1994
tt0109287,13000000,0,Blank Check,Rupert Wainwright,"['Comedy', 'Family']",1994-02-11,35,5.3,1994
tt0110057,700000,7830611,Hoop Dreams,Steve James,['Documentary'],1994-09-12,48,7.3,1994
tt0109484,0,0,"Corrina, Corrina",Jessie Nelson,"['Comedy', 'Drama', 'Family', 'Romance']",1994-08-12,34,6.4,1994
tt0110123,0,28881266,In the Army Now,"Daniel Petrie, Jr.",['Comedy'],1994-08-12,21,5.6,1994
tt0106761,3500000,2341309,Double Dragon,James Yukich,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",1994-11-04,33,4.2,1994
tt0110771,6000000,0,The Paper,Ron Howard,"['Comedy', 'Drama']",1994-03-18,12,5.9,1994
tt0109842,0,0,Fresh,Boaz Yakin,"['Crime', 'Drama', 'Thriller']",1994-08-24,19,7.5,1994
tt0110570,0,0,Il Mostro,Roberto Benigni,['Comedy'],1994-10-22,56,6.6,1994
tt0111001,0,0,The Road to Wellville,Alan Parker,"['Comedy', 'Romance']",1994-10-28,22,5.3,1994
tt0109493,0,0,The Cowboy Way,Gregg Champion,"['Western', 'Action', 'Comedy']",1994-06-03,18,5.2,1994
tt0110305,0,0,Lassie,Daniel Petrie,"['Action', 'Adventure', 'Drama', 'Family']",1994-07-22,32,6.5,1994
tt0110882,0,763847,Before the Rain,MilÄo ManÄevski,"['Drama', 'War']",1994-06-09,23,7.3,1994
tt0110955,11000000,11439193,The Ref,Ted Demme,['Comedy'],1994-03-09,43,6.8,1994
tt0110442,0,30626182,Major League II,David S. Ward,['Comedy'],1994-03-30,39,5.2,1994
tt0109575,0,1422749,Death Machine,Stephen Norrington,"['Action', 'Horror', 'Science Fiction', 'Thriller']",1994-12-23,12,6.2,1994
tt0110612,0,0,My Father the Hero,Steve Miner,"['Comedy', 'Family', 'Romance']",1994-02-04,18,5.1,1994
tt0110687,40000000,0,North,Rob Reiner,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']",1994-07-22,30,5.2,1994
tt0114594,0,0,Swimming with Sharks,George Huang,"['Crime', 'Comedy']",1994-09-10,38,6.6,1994
tt0109067,17080000,21011500,The Air Up There,Paul Michael Glaser,"['Comedy', 'Family']",1994-01-07,19,4.6,1994
tt0109440,0,0,La citÃ© de la peur,Alain BerbÃ©rian,['Comedy'],1994-03-09,110,7.8,1994
tt0109758,0,6841570,Exit to Eden,Garry Marshall,['Comedy'],1994-10-14,13,4.5,1994
tt0110684,0,0,Nobody's Fool,Robert Benton,"['Drama', 'Comedy']",1994-12-23,25,7.2,1994
tt0111477,0,5777916,Trapped in Paradise,George Gallo,"['Action', 'Comedy']",1994-12-02,21,5.2,1994
tt0110200,0,1907743,Jing wu ying xiong,Gordon Chan,['Action'],1994-12-22,53,7.5,1994
tt0109305,0,0,Blue Chips,William Friedkin,['Drama'],1994-02-18,20,5.7,1994
tt0111002,1000000,0,Roadracers,Robert Rodriguez,['Drama'],1994-07-22,10,4.7,1994
tt0109439,0,0,City Slickers II: The Legend of Curly's Gold,Paul Weiland,"['Action', 'Comedy', 'Drama', 'Western']",1994-06-10,51,5.0,1994
tt0109578,0,0,Death Wish 5: The Face of Death,Allan A. Goldstein,"['Action', 'Crime', 'Drama', 'Thriller']",1994-01-14,17,4.3,1994
tt0110353,0,0,Lightning Jack,Simon Wincer|Paul Hogan|Greg Coote,"['Action', 'Comedy', 'Western']",1994-03-11,18,6.1,1994
tt0110116,0,0,Immortal Beloved,Bernard Rose,"['Drama', 'Music', 'Romance']",1994-12-16,36,6.7,1994
tt0112883,25000000,22200000,Don Juan DeMarco,Jeremy Leven,"['Romance', 'Drama', 'Comedy']",1994-10-01,88,6.2,1994
tt0109198,0,15240435,Bad Girls,Jonathan Kaplan,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",1994-04-22,32,4.7,1994
tt0110093,45000000,0,I Love Trouble,Charles Shyer,"['Action', 'Comedy', 'Romance']",1994-06-29,15,5.4,1994
tt0108906,0,0,Riget,Lars von Trier,"['Horror', 'Mystery']",1994-11-23,20,6.8,1994
tt0110366,0,67308282,The Little Rascals,Penelope Spheeris,"['Romance', 'Comedy', 'Family']",1994-08-05,102,6.3,1994
tt0110255,400000,0,Kickboxer 4: The Aggressor,Albert Pyun,"['Drama', 'Action', 'Thriller', 'Romance']",1994-07-27,10,4.5,1994
tt0110329,2000000,2260622,Leprechaun 2,Rodman Flender,"['Comedy', 'Horror']",1994-04-07,17,5.5,1994
tt0111252,200000,0,Spanking the Monkey,David O. Russell,"['Comedy', 'Drama']",1994-01-15,10,4.5,1994
tt0111048,0,0,S.F.W.,Jefery Levy,"['Comedy', 'Drama']",1994-09-15,10,5.8,1994
tt0109190,50000000,16671505,Baby's Day Out,Patrick Read Johnson,"['Action', 'Adventure', 'Comedy', 'Family']",1994-07-01,143,5.9,1994
tt0110978,600000,185898,Texas Chainsaw Massacre: The Next Generation,Kim Henkel,"['Comedy', 'Horror', 'Thriller']",1994-01-01,36,3.9,1994
tt0110613,0,0,My Girl 2,Howard Zieff,"['Comedy', 'Drama', 'Family', 'Romance']",1994-02-11,57,5.3,1994
tt0111323,7400000,7690013,Surviving the Game,Ernest R. Dickerson,"['Action', 'Adventure', 'Thriller', 'Crime']",1994-04-15,23,6.3,1994
tt0109369,0,0,Camp Nowhere,Jonathan Prince,"['Comedy', 'Drama', 'Family']",1994-08-26,21,5.6,1994
tt0110997,0,0,The River Wild,Curtis Hanson,"['Adventure', 'Action', 'Thriller', 'Crime']",1994-09-30,95,6.0,1994
tt0110146,45000000,21355893,Intersection,Mark Rydell,"['Drama', 'Romance']",1994-01-21,24,4.6,1994
tt0110365,0,0,Little Odessa,James Gray,"['Drama', 'Action']",1994-10-27,11,5.9,1994
tt0109480,0,0,Cops & Robbersons,Michael Ritchie,"['Action', 'Comedy', 'Family']",1994-04-15,13,5.2,1994
tt0109779,0,0,Fatherland,Christopher Menaul,"['Drama', 'Thriller', 'Action']",1994-11-26,16,5.8,1994
tt0111127,13000000,7820688,Serial Mom,John Waters,"['Crime', 'Comedy', 'Thriller']",1994-04-13,53,5.8,1994
tt0111732,0,0,With Honors,Alek Keshishian,"['Comedy', 'Drama']",1994-04-29,23,6.3,1994
tt0109015,0,0,3 Ninjas Kick Back,Charles T. Kanganis,"['Adventure', 'Action', 'Comedy', 'Family']",1994-05-06,24,4.5,1994
tt0111418,0,0,Threesome,Andrew Fleming,"['Comedy', 'Drama', 'Family', 'Romance']",1994-04-08,24,5.9,1994
tt0110308,2500000,0,The Last Seduction,John Dahl,"['Thriller', 'Mystery', 'Romance']",1994-05-26,27,6.5,1994
tt0110157,0,0,Iron Will,Charles Haid,"['Adventure', 'Drama', 'Family']",1994-01-14,28,6.0,1994
tt0109120,0,0,Andre,George T. Miller,"['Drama', 'Family', 'Adventure']",1994-08-17,15,5.5,1994
tt0110557,0,16453258,Monkey Trouble,Franco Amurri,"['Comedy', 'Family']",1994-03-18,14,6.1,1994
tt0111194,0,0,A Simple Twist of Fate,Gillies MacKinnon,"['Drama', 'Family']",1994-09-02,13,4.8,1994
tt0111667,0,0,The War,Jon Avnet,['Drama'],1994-11-04,15,6.4,1994
tt0109021,0,0,8 Seconds,John G. Avildsen,"['Drama', 'Romance']",1994-02-25,15,7.0,1994
tt0109288,0,0,Blankman,Mike Binder,"['Action', 'Adventure', 'Comedy']",1994-08-19,16,4.9,1994
tt0111094,0,0,The Scout,Michael Ritchie,"['Comedy', 'Drama']",1994-09-30,12,5.4,1994
tt0111003,0,8638072,The Puppet Masters,Stuart Orme,"['Horror', 'Science Fiction', 'Thriller']",1994-10-21,13,5.2,1994
tt0109916,10300000,0,ã‚´ã‚¸ãƒ©vsã‚¹ãƒšãƒ¼ã‚¹ã‚´ã‚¸ãƒ©,Kensho Yamashita,"['Action', 'Adventure', 'Horror', 'Science Fiction', 'Foreign']",1994-12-10,13,5.3,1994
tt0109322,0,0,Bottle Rocket,Wes Anderson,"['Comedy', 'Crime']",1994-01-20,26,6.9,1994
tt0109504,0,0,Crooklyn,Spike Lee,"['Comedy', 'Drama']",1994-05-13,11,5.6,1994
tt0106339,0,0,Backbeat,Iain Softley,"['Drama', 'Music']",1994-04-01,19,6.2,1994
tt0109508,0,3174695,Crumb,Terry Zwigoff,['Documentary'],1994-09-10,27,7.1,1994
tt0110944,20000000,305070,Rapa Nui,Kevin Reynolds,['Adventure'],1994-09-09,16,6.2,1994
tt0110015,0,0,Hercules and the Amazon Women,Bill L. Norton,"['Action', 'Adventure', 'Fantasy', 'TV Movie']",1994-04-24,17,5.7,1994
tt0109965,0,0,Guyver: Dark Hero,Steve Wang,['Science Fiction'],1994-04-20,13,5.5,1994
tt0110426,0,0,Macross Plus,Shoji Kawamori|Shinichiro Watanabe,"['Science Fiction', 'Action', 'Adventure', 'Animation']",1994-08-24,24,7.1,1994
tt0110913,0,0,Pumpkinhead II: Blood Wings,Jeff Burr,['Horror'],1994-03-16,17,5.1,1994
tt0122768,0,0,Twin Sitters,John Paragon,"['Comedy', 'Family', 'Thriller']",1994-10-01,14,6.1,1994
tt0110490,0,0,Men of War,Perry Lang,"['Action', 'Thriller']",1994-09-04,17,5.3,1994
tt0111190,0,0,Il silenzio dei prosciutti,Ezio Greggio,"['Thriller', 'Comedy']",1994-07-13,16,4.6,1994
tt0109962,0,0,From Beijing with Love,Stephen Chow|Lee Lik-Chi,"['Action', 'Comedy']",1994-10-13,14,7.2,1994
tt0110877,0,0,Il Postino,Michael Radford,"['Comedy', 'Drama', 'Romance']",1994-09-22,69,7.1,1994
tt0109327,0,4352094,Brainscan,John Flynn,"['Fantasy', 'Horror', 'Science Fiction']",1994-04-22,22,6.4,1994
tt0110759,9000000,4350774,PCU,Hart Bochner,['Comedy'],1994-04-29,21,6.7,1994
tt0110019,0,0,Hercules in the Underworld,Bill L. Norton,"['Action', 'Adventure', 'Fantasy', 'TV Movie']",1994-11-07,17,4.7,1994
tt0111309,32,0,The Sum of Us,Kevin Dowling|Geoff Burton,"['Comedy', 'Drama', 'Romance']",1994-07-12,10,5.0,1994
tt0111800,0,0,Wing Chun,Yuen Woo-Ping,"['Action', 'Comedy', 'Romance', 'Foreign']",1994-03-24,12,6.7,1994
tt0110017,0,0,Hercules and the Lost Kingdom,Harley Cokeliss,"['Action', 'Adventure', 'Fantasy', 'TV Movie']",1994-05-02,13,5.3,1994
tt0111693,0,50021959,When a Man Loves a Woman,Luis Mandoki,"['Drama', 'Romance']",1994-04-29,38,6.2,1994
tt0110016,0,0,Hercules and the Circle of Fire,Doug Lefler,"['Action', 'Adventure', 'Fantasy', 'TV Movie']",1994-11-05,12,5.2,1994
tt0111653,0,0,Wagons East!,Peter Markle,"['Action', 'Adventure', 'Comedy', 'Western']",1994-08-26,11,4.5,1994
tt0110018,0,0,Hercules in the Maze of the Minotaur,Josh Becker,"['Action', 'Adventure', 'Fantasy', 'TV Movie']",1994-11-19,12,5.5,1994
tt0848228,220000000,1519557910,The Avengers,Joss Whedon,"['Science Fiction', 'Action', 'Adventure']",2012-04-25,8903,7.3,2012
tt1496025,70000000,132400000,Underworld: Awakening,MÃ¥ns MÃ¥rlind|BjÃ¶rn Stein,"['Fantasy', 'Action', 'Horror']",2012-01-19,1426,6.0,2012
tt1345836,250000000,1081041287,The Dark Knight Rises,Christopher Nolan,"['Action', 'Crime', 'Drama', 'Thriller']",2012-07-16,6723,7.5,2012
tt1853728,100000000,425368238,Django Unchained,Quentin Tarantino,"['Drama', 'Western']",2012-12-25,7375,7.7,2012
tt1074638,200000000,1108561013,Skyfall,Sam Mendes,"['Action', 'Adventure', 'Thriller']",2012-10-25,6137,6.8,2012
tt1194173,130000000,276572938,The Bourne Legacy,Tony Gilroy,"['Action', 'Thriller']",2012-08-08,2086,5.9,2012
tt0903624,250000000,1017003568,The Hobbit: An Unexpected Journey,Peter Jackson,"['Adventure', 'Fantasy', 'Action']",2012-11-26,6417,6.9,2012
tt1446714,130000000,403170142,Prometheus,Ridley Scott,"['Science Fiction', 'Adventure', 'Mystery']",2012-05-30,3559,6.2,2012
tt1045658,21000000,205738714,Silver Linings Playbook,David O. Russell,"['Drama', 'Comedy', 'Romance']",2012-09-08,3317,6.9,2012
tt0948470,215000000,752215857,The Amazing Spider-Man,Marc Webb,"['Action', 'Adventure', 'Fantasy']",2012-06-27,4837,6.4,2012
tt1217209,185000000,538983207,Brave,Mark Andrews|Steve Purcell|Brenda Chapman,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action']",2012-06-21,3206,6.6,2012
tt1735898,170000000,396600000,Snow White and the Huntsman,Rupert Sanders,"['Adventure', 'Fantasy', 'Drama']",2012-05-30,2152,5.7,2012
tt1232829,42000000,201585328,21 Jump Street,Phil Lord|Christopher Miller,"['Action', 'Comedy', 'Crime']",2012-03-12,3015,6.7,2012
tt0454876,120000000,609016565,Life of Pi,Ang Lee,"['Adventure', 'Drama', 'Action']",2012-11-20,4338,7.1,2012
tt1667889,95000000,877244782,Ice Age: Continental Drift,Steve Martino|Mike Thurmeier,"['Animation', 'Comedy', 'Adventure', 'Family']",2012-06-26,1920,6.2,2012
tt1637725,50000000,549368315,Ted,Seth MacFarlane,"['Comedy', 'Fantasy']",2012-06-29,3199,6.4,2012
tt0790724,60000000,218340595,Jack Reacher,Christopher McQuarrie,"['Crime', 'Drama', 'Thriller']",2012-12-20,2281,6.2,2012
tt1649419,42000000,180274123,Lo imposible,Juan Antonio Bayona,['Drama'],2012-09-09,1310,6.8,2012
tt1772341,165000000,471222889,Wreck-It Ralph,Rich Moore,"['Family', 'Animation', 'Comedy', 'Adventure']",2012-11-01,3492,7.0,2012
tt1981677,17000000,115350426,Pitch Perfect,Jason Moore,"['Comedy', 'Music', 'Romance']",2012-09-28,1540,7.2,2012
tt1409024,225000000,624026776,Men in Black 3,Barry Sonnenfeld,"['Action', 'Comedy', 'Science Fiction']",2012-05-23,3142,6.1,2012
tt1392170,75000000,691210692,The Hunger Games,Gary Ross,"['Science Fiction', 'Adventure', 'Fantasy']",2012-03-12,7080,6.7,2012
tt1386703,125000000,198802074,Total Recall,Len Wiseman,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",2012-08-02,1872,5.8,2012
tt1371111,102000000,130482868,Cloud Atlas,Lilly Wachowski|Lana Wachowski|Tom Tykwer,"['Drama', 'Science Fiction']",2012-10-26,2162,6.5,2012
tt1764651,100000000,312573423,The Expendables 2,Simon West,"['Action', 'Adventure', 'Thriller']",2012-08-08,2218,6.0,2012
tt1397280,45000000,376141306,Taken 2,Olivier Megaton,"['Action', 'Thriller', 'Crime', 'Drama']",2012-09-27,2051,6.0,2012
tt1077368,150000000,245527149,Dark Shadows,Tim Burton,"['Comedy', 'Fantasy']",2012-05-08,1434,5.6,2012
tt1659337,13000000,33400000,The Perks of Being a Wallflower,Stephen Chbosky,"['Drama', 'Romance']",2012-09-20,1727,7.6,2012
tt1024648,44500000,232324128,Argo,Ben Affleck,"['Drama', 'Thriller']",2012-10-11,2485,7.0,2012
tt1605630,50000000,234989584,American Reunion,Jon Hurwitz|Hayden Schlossberg,['Comedy'],2012-04-04,1180,6.0,2012
tt1915581,7000000,167221571,Magic Mike,Steven Soderbergh,"['Drama', 'Comedy']",2012-06-28,664,6.1,2012
tt1259521,30000000,66486080,The Cabin in the Woods,Drew Goddard,"['Horror', 'Thriller']",2012-04-12,1403,6.5,2012
tt1446192,145000000,306941670,Rise of the Guardians,Peter Ramsey,"['Fantasy', 'Animation', 'Family']",2012-11-21,1272,6.9,2012
tt1606389,30000000,196114570,The Vow,Michael Sucsy,"['Drama', 'Romance']",2012-02-05,861,6.9,2012
tt1397514,79000000,355692760,Journey 2: The Mysterious Island,Brad Peyton,"['Adventure', 'Action', 'Science Fiction']",2012-01-19,601,5.8,2012
tt1496422,12500000,1353868,The Paperboy,Lee Daniels,['Thriller'],2012-09-14,150,5.4,2012
tt1656190,30000000,40346186,Safe,Boaz Yakin,"['Action', 'Crime', 'Thriller']",2012-04-16,556,6.2,2012
tt1611224,69000000,112265139,Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,"['Action', 'Horror', 'Fantasy']",2012-06-20,872,5.5,2012
tt1374992,60000000,8106475,Upside Down,Juan Diego Solanas,"['Romance', 'Science Fiction', 'Drama', 'Fantasy']",2012-09-27,695,6.1,2012
tt2313197,3500000,0,"Batman: The Dark Knight Returns, Part 1",Jay Oliva,"['Action', 'Animation']",2012-09-06,248,7.6,2012
tt1482459,70000000,348840316,The Lorax,Chris Renaud|Kyle Balda,"['Animation', 'Family']",2012-03-01,744,6.3,2012
tt1748122,16000000,68263166,Moonrise Kingdom,Wes Anderson,"['Comedy', 'Drama', 'Romance']",2012-05-16,976,7.6,2012
tt2085930,0,0,Starship Troopers: Invasion,Shinji Aramaki,"['Animation', 'Action', 'Science Fiction']",2012-07-21,89,5.6,2012
tt1343727,50000000,41037742,Dredd,Pete Travis,"['Action', 'Science Fiction']",2012-09-07,1350,6.5,2012
tt1440129,209000000,303025485,Battleship,Peter Berg,"['Thriller', 'Action', 'Adventure', 'Science Fiction']",2012-04-11,1523,5.5,2012
tt1592873,11000000,0,LOL,Lisa Azuelos,"['Drama', 'Comedy', 'Romance']",2012-02-10,500,5.8,2012
tt1217213,0,0,Secret of the Wings,Roberts Gannaway|Peggy Holmes,"['Animation', 'Family', 'Fantasy', 'Adventure']",2012-08-17,205,6.5,2012
tt1596350,65000000,0,This Means War,McG,"['Action', 'Comedy', 'Romance']",2012-02-14,1011,5.9,2012
tt1707386,61000000,441809770,Les MisÃ©rables,Tom Hooper,"['Drama', 'Music', 'Romance']",2012-12-18,1278,7.0,2012
tt1667353,85000000,183018522,Mirror Mirror,Tarsem Singh,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Science Fiction']",2012-03-15,718,5.4,2012
tt0401729,260000000,284139100,John Carter,Andrew Stanton,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",2012-03-07,1479,6.0,2012
